begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,DIFFICULT,SPEAKER,DIFFICULT,APPOSITION,NOMINAL,PRONOUN
136996,137082,,,-1,-1,":
                          

","WINSTON -70s, English, tall, lean, well-
          dressed, glasses, tailored, precise","




                         ",0,WINSTON,false,false,true,false,true,false,false
137306,137313,,,-1,-1,":
                          

",Winston,"




                         ",0,WINSTON,false,false,true,false,false,false,false
137351,137358,,,-1,-1,":
                          

",Winston,"




                         ",0,WINSTON,false,false,true,false,false,false,false
137514,137521,,,-1,-1,":
                          

",WINSTON,"




                         ",0,WINSTON,false,false,true,false,false,false,false
137965,137972,,,-1,-1,":
                          

",WINSTON,"




                         ",0,WINSTON,false,false,true,false,false,false,false
138046,138047,,,-1,-1,":
                          

",I,"




                         ",0,WINSTON,false,false,true,false,false,false,true
229872,229879,,,-1,-1,":
                          

",WINSTON,"




                         ",0,WINSTON,false,false,true,false,false,false,false
229988,229995,,,-1,-1,":
                          

",Winston,"




                         ",0,WINSTON,false,false,true,false,false,false,false
230157,230164,,,-1,-1,":
                          

",WINSTON,"




                         ",0,WINSTON,false,false,true,false,false,false,false
125834,125844,,,-1,-1,":
                          

",the doctor,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
126083,126086,,,-1,-1,":
                          

",him,"




                         ",1,DOCTOR,false,false,true,false,false,false,true
127604,127686,,,-1,-1,":
                          

","the DOCTOR -80s, steady hands,
          glasses, thinning hair, frail, but strong","




                         ",1,DOCTOR,false,false,true,false,true,false,false
127956,127962,,,-1,-1,":
                          

",DOCTOR,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
128198,128208,,,-1,-1,":
                          

",The Doctor,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
128426,128436,,,-1,-1,":
                          

",The Doctor,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
128747,128753,,,-1,-1,":
                          

",DOCTOR,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
129063,129073,,,-1,-1,":
                          

",The Doctor,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
129173,129179,,,-1,-1,":
                          

",DOCTOR,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
129630,129636,,,-1,-1,":
                          

",DOCTOR,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
129792,129802,,,-1,-1,":
                          

",the Doctor,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
129923,129926,,,-1,-1,":
                          

",doc,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
130000,130006,,,-1,-1,":
                          

",DOCTOR,"




                         ",1,DOCTOR,false,false,true,false,false,false,false
130037,130038,,,-1,-1,":
                          

",I,"




                         ",1,DOCTOR,false,false,true,false,false,false,true
130296,130299,,,-1,-1,":
                          

",him,"




                         ",1,DOCTOR,false,false,true,false,false,false,true
131973,132054,,,-1,-1,":
                          

","EDDIE -30s, red beard, shaven head,
          pierced, tattooed, three piece suit","




                         ",2,EDDIE,false,false,true,false,true,false,false
132114,132116,,,-1,-1,":
                          

",He,"




                         ",2,EDDIE,false,false,true,false,false,false,true
132222,132227,,,-1,-1,":
                          

",EDDIE,"




                         ",2,EDDIE,false,false,true,false,false,false,false
132291,132292,,,-1,-1,":
                          

",I,"




                         ",2,EDDIE,false,false,true,false,false,false,true
132495,132500,,,-1,-1,":
                          

",Eddie,"




                         ",2,EDDIE,false,false,true,false,false,false,false
133316,133321,,,-1,-1,":
                          

",Eddie,"




                         ",2,EDDIE,false,false,true,false,false,false,false
133424,133429,,,-1,-1,":
                          

",EDDIE,"




                         ",2,EDDIE,false,false,true,false,false,false,false
133695,133700,,,-1,-1,":
                          

",Eddie,"




                         ",2,EDDIE,false,false,true,false,false,false,false
133921,133926,,,-1,-1,":
                          

",EDDIE,"




                         ",2,EDDIE,false,false,true,false,false,false,false
134214,134219,,,-1,-1,":
                          

",Eddie,"




                         ",2,EDDIE,false,false,true,false,false,false,false
134242,134245,,,-1,-1,":
                          

",his,"




                         ",2,EDDIE,false,false,true,false,false,false,true
134358,134363,,,-1,-1,":
                          

",EDDIE,"




                         ",2,EDDIE,false,false,true,false,false,false,false
134424,134429,,,-1,-1,":
                          

",Eddie,"




                         ",2,EDDIE,false,false,true,false,false,false,false
134676,134679,,,-1,-1,":
                          

",you,"




                         ",2,EDDIE,false,false,true,false,false,false,true
134752,134757,,,-1,-1,":
                          

",EDDIE,"




                         ",2,EDDIE,false,false,true,false,false,false,false
134789,134791,,,-1,-1,":
                          

",me,"




                         ",2,EDDIE,false,false,true,false,false,false,true
134889,134892,,,-1,-1,":
                          

",You,"




                         ",2,EDDIE,false,false,true,false,false,false,true
134956,134961,,,-1,-1,":
                          

",Eddie,"




                         ",2,EDDIE,false,false,true,false,false,false,false
135075,135080,,,-1,-1,":
                          

",EDDIE,"




                         ",2,EDDIE,false,false,true,false,false,false,false
